amount,account_age_days,transactions_last_24h,device_changes_30d,failed_attempts,international,new_device,transaction_hour,is_fraud
3913.54,778,4,1,2,0,0,6,0
1974.67,1334,0,1,1,1,0,6,0
541.06,70,2,2,1,0,0,17,1
1132.59,205,4,0,0,0,1,9,1
448.62,341,5,1,0,0,1,9,0
913.62,1056,2,0,0,0,0,16,0
629.8,1067,2,0,0,0,0,20,0
3550.21,118,5,0,2,0,1,22,0
9099.84,889,1,0,1,0,0,9,0
262.12,15,2,1,0,0,0,0,1
160.26,1346,0,0,0,0,0,5,0
858.19,911,3,1,3,0,0,0,1
240.23,627,5,0,2,0,0,10,0
1148.5,1361,3,0,1,0,1,17,0
2319.1,1556,4,1,1,0,0,17,0
4886.06,690,1,3,1,0,0,17,0
1341.3,774,6,2,1,0,0,4,0
904.01,1615,7,1,1,1,0,20,0
151.66,1405,3,1,0,0,0,4,0
1125.73,1535,3,2,0,1,0,12,0
1177.66,913,5,1,2,1,0,1,1
2077.58,120,4,1,1,0,1,2,1
539.97,26,7,0,1,0,0,7,0
709.77,1558,7,1,0,0,1,20,0
250.13,1737,4,1,0,0,0,9,0
110.91,64,7,0,2,1,0,1,1
361.95,460,3,0,1,0,1,15,0
228.07,1750,1,1,0,1,0,6,0
1535.66,314,2,0,1,0,0,7,0
653.19,805,2,0,0,0,0,21,0
640.19,1614,2,1,2,1,0,16,1
409.77,1240,1,1,0,1,0,3,0
50.0,1480,0,0,0,0,0,10,1
4955.78,986,6,0,0,0,0,4,0
403.32,736,2,1,1,1,0,19,1
726.02,889,5,0,0,0,0,16,0
255.98,1564,0,2,3,0,0,20,0
2898.45,982,3,0,2,0,1,3,1
1265.76,1841,2,1,2,0,0,8,0
479.93,1737,1,3,1,0,0,14,0
740.83,579,2,3,0,0,0,16,0
5873.35,1497,1,0,1,0,0,22,0
1019.46,1383,4,1,0,1,0,22,0
914.4,1150,3,1,0,0,0,18,0
427.78,972,4,1,0,0,0,23,0
164.91,861,1,0,0,0,0,23,0
934.45,707,0,1,1,1,0,22,0
1518.51,1961,3,0,1,0,1,14,1
3293.1,1710,3,1,1,0,0,11,0
115.76,1111,4,1,0,0,0,6,0
355.99,1367,4,0,0,0,1,4,0
613.55,1847,4,0,0,0,0,12,0
1092.82,395,6,0,0,0,0,1,0
948.58,484,3,2,1,0,0,14,0
970.99,666,4,0,0,0,0,1,0
1649.28,456,1,0,2,0,0,2,0
444.39,1500,0,0,0,0,0,1,0
2790.96,210,5,0,2,1,1,18,1
1691.64,525,4,1,0,0,1,5,1
796.45,676,2,1,1,0,0,18,1
5436.59,1002,4,1,2,0,1,6,0
5200.01,1791,1,1,0,0,0,22,0
2787.49,896,3,1,0,0,0,11,1
53.59,1004,0,0,1,0,0,15,0
5318.49,1600,3,1,2,0,0,12,1
2427.84,307,2,2,0,1,0,7,0
8155.18,1100,7,0,2,1,0,16,0
3779.94,1046,1,0,2,0,1,7,1
5315.29,60,3,2,0,0,0,21,1
2640.32,386,2,2,1,0,0,18,0
4224.66,56,4,1,0,0,0,3,0
8055.61,168,2,0,1,1,1,10,0
1361.79,1436,1,2,0,0,0,18,1
227.64,717,1,0,0,0,0,6,0
806.37,865,4,1,4,1,0,7,1
1619.62,1795,4,0,0,0,0,13,0
1181.91,1215,1,2,1,0,0,8,1
315.27,482,2,0,0,0,0,7,0
214.63,1943,5,0,1,1,0,6,0
522.61,1591,4,1,1,0,1,20,0
2459.56,1440,3,3,0,0,1,13,0
5325.91,340,1,1,1,1,0,3,0
2742.34,796,6,1,1,0,0,17,0
3157.16,892,4,1,0,0,0,20,0
1011.49,776,2,1,0,0,1,2,1
192.08,1283,6,0,1,0,0,23,1
695.6,1374,3,1,1,0,1,3,1
846.61,601,4,1,1,0,0,17,0
667.11,437,5,0,0,0,0,13,0
1158.28,1246,1,1,0,0,0,10,0
1705.17,1437,0,6,0,0,0,6,1
2573.48,1374,5,1,0,1,0,17,1
830.38,1506,1,3,0,0,0,23,0
163.41,1625,2,0,1,0,0,0,0
676.63,1083,2,0,0,0,0,12,0
1145.63,152,7,1,1,0,0,14,0
3724.95,934,5,2,0,0,0,6,0
621.53,540,1,1,0,0,0,17,0
1830.86,225,4,1,0,1,0,2,0
1465.7,1342,2,1,1,0,0,18,0
1145.85,563,0,1,0,0,0,22,0
2780.91,1799,2,0,1,0,0,7,1
566.32,1303,0,4,1,1,1,12,1
616.97,558,4,0,1,0,0,6,0
1083.66,1498,1,1,0,0,0,1,0
578.16,1870,5,1,1,0,0,17,0
1822.59,618,2,0,0,1,0,16,0
537.43,1820,0,1,4,0,0,16,0
1375.13,24,3,1,1,0,1,15,0
992.1,1543,3,1,2,0,0,22,0
1359.57,368,2,2,0,0,0,6,0
692.47,999,4,0,0,0,0,13,0
781.26,335,3,0,0,0,0,14,0
1207.14,1457,1,1,0,0,0,13,0
1342.21,3,1,2,1,0,0,7,1
1092.03,1008,2,2,1,0,0,5,0
6035.19,1282,6,3,3,0,0,22,1
407.18,263,5,1,1,0,0,21,0
1028.44,121,1,0,1,0,0,21,0
227.32,1744,4,0,1,0,1,6,1
1590.94,21,4,0,1,0,1,21,1
359.51,905,1,1,2,0,0,4,1
830.22,140,3,0,1,0,0,2,0
755.92,1501,2,0,0,0,0,10,0
1452.28,1816,5,2,2,1,0,2,1
630.94,1313,3,2,1,0,0,12,1
604.68,206,0,0,0,0,0,3,0
4609.42,43,1,1,2,0,0,13,0
1457.63,850,1,0,0,0,0,3,0
625.75,1142,0,1,0,0,0,18,0
853.35,1029,3,1,2,0,0,10,1
5683.68,207,4,0,0,0,0,9,0
866.82,635,1,0,0,0,0,1,0
550.44,1863,3,0,1,0,1,11,0
552.8,345,3,2,1,0,0,14,0
633.26,1166,4,1,0,1,0,16,0
605.17,372,0,0,0,0,0,7,0
305.01,1256,5,0,4,0,0,3,0
356.31,1188,3,0,2,0,0,20,0
478.51,547,7,0,2,0,0,1,0
1981.42,1388,3,0,1,0,1,23,0
749.02,1970,2,1,0,0,1,11,0
891.44,984,1,1,0,1,0,3,0
3905.29,335,0,0,0,0,0,3,0
4003.83,11,2,1,1,0,0,19,0
827.06,1432,3,0,2,0,0,3,1
583.55,75,6,1,0,0,1,22,1
462.0,1324,3,1,0,0,0,5,0
2192.45,947,2,2,1,0,0,10,0
893.63,913,2,2,0,0,1,22,1
745.09,1405,6,0,2,0,0,13,0
486.06,710,2,0,0,0,0,23,0
507.92,853,5,0,0,0,1,4,0
1510.29,776,2,0,0,0,0,15,0
294.29,1871,4,0,1,0,0,8,0
2965.7,886,2,1,0,0,0,21,0
643.01,736,4,2,1,0,0,4,1
944.22,634,9,1,1,0,0,22,0
288.02,1610,4,3,0,0,0,11,0
1083.16,1052,5,0,1,0,0,17,1
789.72,1487,2,1,0,0,1,4,0
1043.07,396,2,1,0,1,0,8,0
4777.67,683,5,1,1,0,0,13,0
1309.89,1400,4,1,0,0,0,11,0
495.39,421,2,0,2,0,0,13,1
538.44,364,2,1,0,0,1,0,0
1988.49,1919,4,1,0,0,0,19,0
4018.62,1240,3,1,0,0,0,8,0
1453.77,1855,1,0,0,1,1,21,0
2183.56,1125,4,1,1,1,0,16,1
2017.75,1782,3,2,1,0,0,3,0
4532.66,93,4,1,1,0,0,11,0
156.09,1599,2,0,0,0,0,5,0
2137.13,266,2,0,1,1,0,7,1
2932.87,206,4,0,1,0,1,17,0
287.52,1104,1,1,1,0,0,11,0
452.29,37,5,3,2,0,1,19,0
468.35,1035,5,0,2,0,0,3,1
529.12,1651,6,1,0,0,0,7,0
677.41,1114,4,2,1,0,0,22,0
1397.73,744,2,0,0,0,1,2,1
2606.27,19,2,3,1,0,1,12,1
3233.49,1588,4,1,0,0,0,0,0
474.46,374,1,1,1,0,0,10,0
471.21,1810,6,1,0,0,0,18,0
4088.04,94,1,2,0,0,0,13,1
2093.82,32,7,1,0,0,0,14,0
1191.38,1687,1,1,1,0,0,15,0
1760.47,140,3,0,0,0,0,1,0
1064.43,1594,0,0,3,1,0,15,0
1853.04,973,6,2,0,0,0,20,0
783.63,1045,8,1,0,0,0,22,1
1434.83,1173,2,0,2,0,1,14,1
242.12,1245,2,1,0,0,0,8,0
551.27,733,6,1,0,1,0,3,1
557.24,754,4,0,1,0,0,4,0
754.16,1243,4,2,1,0,0,23,0
434.19,1565,2,0,0,0,0,10,0
643.2,1999,2,0,0,0,0,20,0
241.19,1583,3,0,1,0,0,7,0
1898.27,1932,1,1,0,0,0,5,0
1009.78,58,0,3,0,0,0,21,0
199.3,1449,1,0,0,0,1,0,0
475.88,1299,4,0,0,0,0,18,0
1535.48,140,2,0,1,0,0,2,0
637.13,1047,2,2,0,0,0,5,0
546.24,901,6,0,0,0,0,7,0
1017.81,378,8,1,1,0,1,7,1
1546.26,922,2,0,0,1,1,16,0
260.77,373,5,1,0,0,0,15,0
1900.99,1087,3,1,1,0,0,8,0
492.6,1588,3,0,0,0,0,6,0
1077.15,778,6,0,1,0,1,6,0
1058.47,1366,5,0,0,0,0,1,1
647.38,167,4,1,1,0,0,21,0
394.0,1175,8,0,2,1,0,15,1
824.12,523,4,3,1,0,1,6,0
5571.0,1631,0,3,0,0,0,8,0
280.99,584,5,1,0,0,0,23,0
5956.94,501,4,0,0,0,0,18,0
845.8,896,1,0,2,0,0,12,0
1136.12,999,2,1,2,0,0,7,0
369.92,560,2,1,1,1,0,14,0
507.11,1372,3,0,0,0,0,17,0
663.21,1296,3,0,0,0,1,20,0
385.41,1454,1,1,1,0,0,19,0
889.88,1967,4,1,2,0,0,0,1
729.96,1012,2,2,1,0,1,19,0
6979.84,1631,0,1,1,0,0,0,1
341.73,233,1,0,1,0,0,3,0
1215.23,560,4,0,1,0,0,12,0
1405.08,1232,4,1,1,0,1,5,1
376.03,1477,7,1,1,0,0,4,0
2179.45,1763,2,1,3,1,0,21,0
736.33,1525,7,2,2,0,0,19,0
90.7,921,3,1,0,0,0,9,0
2121.44,1613,3,1,0,0,0,3,0
358.91,861,3,2,0,0,0,18,1
384.61,1243,2,0,1,0,0,8,0
2181.79,872,5,0,1,0,0,13,0
774.98,81,7,2,1,0,0,22,0
2745.65,1573,4,2,0,0,1,21,0
3678.15,614,2,1,0,0,0,4,0
575.4,703,2,2,2,0,0,16,0
2424.21,541,2,1,1,0,0,10,0
515.19,1850,3,1,1,0,0,7,0
10230.37,765,1,5,2,0,0,13,0
548.42,1275,0,0,0,0,0,5,1
3059.75,738,3,1,1,0,0,21,0
2549.85,606,2,2,1,1,0,20,0
1504.31,1439,1,0,1,0,1,9,0
560.85,1110,2,1,0,0,0,19,0
942.56,622,2,0,0,0,0,3,0
127.28,1241,2,1,0,1,0,10,0
1372.54,1022,5,1,0,0,0,5,0
1555.6,196,3,1,0,0,0,6,0
1253.25,995,4,0,0,1,1,8,0
56.08,1321,1,1,1,0,0,8,0
309.32,946,3,1,1,0,0,19,0
519.0,44,0,0,1,0,0,10,0
1468.0,393,2,1,1,0,1,15,0
1464.6,1467,1,0,2,1,1,10,0
924.98,1114,2,0,1,0,0,14,0
2069.88,155,2,0,0,0,0,7,0
392.98,978,3,2,1,0,0,6,0
2018.75,1502,3,2,2,1,0,19,1
1762.95,1645,2,0,0,0,0,15,0
1599.67,59,3,2,2,0,0,22,0
914.12,110,4,2,2,0,1,9,0
6841.37,479,3,0,1,0,0,21,1
1795.78,618,1,1,0,0,0,21,0
416.41,1923,3,2,1,0,1,4,1
1405.72,1757,2,1,1,0,1,21,1
2327.34,1799,0,1,0,1,1,7,0
609.04,1618,3,0,0,1,0,16,0
3259.31,784,3,0,0,0,0,17,0
1606.85,1073,1,2,0,0,1,6,1
105.37,1401,3,0,0,0,0,16,0
1479.81,1056,3,0,0,0,0,20,0
730.68,1510,0,0,1,1,0,4,0
1876.53,601,1,0,1,0,0,8,0
2819.22,940,1,5,1,0,0,7,0
1332.97,992,1,3,1,0,0,20,0
5797.91,531,5,0,0,0,0,1,0
917.17,1027,3,1,0,0,0,13,1
2048.41,378,1,3,1,0,0,20,0
2452.69,572,4,1,1,1,1,19,1
994.91,1955,5,1,0,0,0,23,0
2389.34,1266,1,0,0,0,0,20,0
605.06,1565,2,0,0,0,0,17,0
718.69,587,0,1,1,0,0,17,0
295.16,1606,0,2,1,0,0,10,0
1396.06,1619,5,1,1,0,1,6,0
1518.16,357,5,2,0,0,0,15,0
3566.23,685,5,0,1,0,0,13,0
2419.07,1947,2,0,0,0,0,17,0
824.85,1221,3,1,1,0,0,23,0
337.59,858,2,1,0,0,0,17,0
1690.62,1443,1,1,1,0,0,1,0
3330.09,659,2,4,0,1,0,18,1
2333.64,1297,5,1,1,0,0,19,0
3243.72,1526,2,0,0,0,0,10,0
887.24,35,3,2,1,0,0,7,0
687.72,1007,3,0,1,0,0,9,0
524.84,1649,2,0,1,0,0,16,0
1037.02,461,0,0,7,0,0,20,1
1013.75,718,1,3,0,0,0,11,0
1348.4,1694,1,1,2,0,0,20,0
963.63,1277,1,0,1,0,0,14,0
959.46,1658,2,2,0,0,0,17,0
504.37,512,4,0,1,0,0,22,0
2811.91,1072,0,1,0,0,0,4,1
1183.84,1209,3,0,1,0,0,10,0
921.09,491,2,1,0,0,0,14,0
519.35,273,2,1,0,0,0,10,0
289.48,1637,3,1,2,0,0,12,0
4056.05,1013,2,1,2,0,0,7,0
1909.58,527,6,1,0,0,1,4,0
216.17,1152,1,1,0,0,0,3,0
2352.28,210,0,1,0,0,1,18,0
2758.61,624,1,0,2,0,0,10,0
1241.87,1806,4,1,1,0,0,10,0
5421.41,1166,5,0,0,1,0,22,0
1362.01,173,4,0,1,0,0,23,0
265.91,1889,2,0,0,0,0,6,0
1579.98,1702,3,0,0,1,0,1,0
1400.94,447,1,0,2,0,0,12,0
599.86,1143,2,2,1,1,0,4,1
1946.05,1739,2,0,0,0,1,10,0
206.92,11,0,4,0,0,0,15,0
2952.97,761,2,4,1,0,1,13,1
455.72,1328,4,2,0,0,0,8,0
409.55,1784,1,2,0,1,0,0,1
978.65,1178,1,2,0,0,1,0,1
1690.83,323,5,0,0,0,1,4,0
1291.97,1561,2,0,1,0,0,17,0
521.83,977,4,2,1,0,0,12,0
661.1,445,2,1,2,0,0,13,0
353.17,342,6,1,0,0,1,13,0
875.96,221,1,1,0,0,0,15,0
3213.2,110,2,0,1,0,0,0,0
1091.97,410,2,2,1,0,0,7,0
2590.0,1442,3,2,0,0,0,5,0
4700.39,1626,4,1,0,0,0,4,0
609.1,505,4,1,2,1,1,2,1
909.98,1801,2,0,1,0,0,10,0
9616.09,40,2,1,0,0,0,5,0
4648.7,1533,3,0,2,1,0,6,0
205.94,1483,2,1,1,0,0,19,0
1615.09,263,2,2,1,0,1,4,1
1097.25,1694,2,0,1,0,1,10,0
2506.02,1142,3,1,1,0,0,23,0
520.62,1474,4,0,4,1,1,16,1
473.61,1792,1,3,1,0,0,5,0
557.76,1438,4,4,1,0,0,7,1
618.98,708,3,1,0,0,0,12,0
2478.29,1850,5,2,0,1,0,0,0
336.57,823,2,3,2,0,1,15,1
588.39,1550,3,4,0,0,1,16,0
183.27,461,2,2,1,0,0,7,0
3002.25,1142,2,1,1,0,1,5,1
3908.97,217,5,2,0,0,0,11,0
790.71,1741,4,0,1,0,0,0,1
814.07,77,4,0,1,0,0,3,0
1725.41,1445,3,2,1,0,0,23,0
4790.94,892,3,0,0,1,1,22,0
1650.13,1196,5,1,1,0,0,6,0
545.91,390,3,1,1,1,0,9,0
217.28,1050,2,0,0,0,0,4,0
359.56,1152,4,1,0,0,0,4,0
1179.94,374,6,0,0,0,0,17,0
569.45,654,0,1,3,0,0,5,0
1332.71,904,2,3,1,0,1,10,0
630.85,1048,4,2,0,0,0,12,1
380.64,1494,4,0,0,0,1,18,1
337.97,744,2,1,1,0,0,6,0
5230.98,423,4,1,1,0,0,13,0
2667.74,1201,1,1,1,1,0,0,0
6188.93,853,2,1,0,0,0,10,0
1881.74,1771,3,1,1,0,0,6,1
713.38,831,1,1,1,1,1,6,1
4118.9,1562,2,1,1,0,0,13,0
1060.96,1290,2,1,1,0,0,19,0
1367.64,973,1,1,2,1,0,4,1
1050.66,1898,5,1,1,1,0,4,1
57.58,629,5,0,0,0,0,3,0
5457.44,570,5,0,0,0,0,8,0
1791.85,1294,5,1,1,0,0,3,1
1525.11,1353,2,1,0,0,0,1,1
1030.94,1479,3,2,0,1,0,2,0
1291.33,1319,5,2,0,0,0,16,0
603.48,122,2,1,0,0,0,15,0
2031.6,159,2,1,1,0,1,12,1
296.75,1202,3,1,1,0,1,0,0
1320.9,1680,6,0,0,0,1,19,1
1922.87,1352,1,2,0,0,0,19,0
899.04,1904,2,1,0,0,1,8,1
1589.01,307,4,0,1,0,0,5,0
406.94,1935,2,2,0,0,0,19,0
417.45,1113,3,0,0,1,1,3,0
1389.52,751,4,1,1,0,1,10,0
2161.48,1062,1,2,1,0,0,7,0
168.2,1897,3,1,0,0,0,17,0
1848.3,591,5,0,2,0,1,17,0
637.02,1881,2,1,0,0,0,19,0
904.33,1863,8,0,4,0,0,11,0
287.29,346,3,1,1,0,0,11,0
467.96,1276,4,1,2,0,0,20,0
2881.67,1864,6,3,0,0,0,18,0
1133.27,149,2,1,2,0,0,3,0
747.86,1040,2,0,1,0,0,15,0
976.05,1391,4,1,0,1,0,7,0
1788.64,835,2,0,2,1,0,15,1
1703.59,1857,3,2,1,0,1,23,0
1017.37,781,5,0,1,0,0,10,0
3271.35,118,1,0,1,1,0,4,0
2894.2,704,2,0,0,0,0,15,0
1658.01,317,3,0,1,0,0,0,0
1158.19,288,1,1,2,0,0,1,1
2116.08,908,6,1,0,1,1,14,0
1501.57,1375,4,0,0,0,1,0,1
3167.82,297,3,0,0,0,1,3,0
2696.1,1218,2,0,0,0,0,11,0
396.13,1416,5,1,1,0,0,6,0
370.2,443,4,2,1,0,0,19,0
543.89,1305,2,1,0,0,0,4,0
2910.67,901,2,2,1,0,0,2,1
226.71,301,4,0,2,0,0,0,0
1627.43,898,2,1,3,1,0,0,0
1575.84,426,2,0,0,0,0,8,0
3507.46,250,1,0,0,0,0,11,0
1313.35,1958,1,0,0,1,0,21,0
286.23,1767,7,0,1,0,0,20,0
420.16,1539,5,5,1,1,0,21,1
336.3,686,1,1,0,0,0,5,0
640.38,752,4,1,0,0,1,8,0
913.33,998,2,0,1,0,0,9,0
341.91,406,1,1,1,0,0,9,0
4772.67,1640,2,3,0,1,1,23,1
291.41,801,4,1,2,0,0,22,0
4213.73,244,0,0,1,0,0,23,0
3587.33,1824,3,0,2,0,0,5,0
2692.71,367,8,2,0,0,0,20,0
547.98,1809,0,0,0,0,0,20,0
1544.49,120,2,2,0,0,0,12,0
305.71,850,2,1,0,0,0,1,0
2726.86,1464,0,1,0,1,0,20,1
1018.43,1795,2,4,1,1,0,22,1
728.28,1528,1,1,0,0,0,17,0
322.55,1606,3,1,0,0,1,18,0
92.06,433,4,0,1,0,0,15,0
388.18,183,4,3,1,0,0,2,1
3336.9,1485,4,1,1,0,0,17,1
733.02,759,2,3,1,1,0,14,1
925.81,1142,2,2,0,0,1,14,0
2112.35,31,4,0,0,0,1,19,0
6671.96,977,1,0,0,0,0,14,0
4125.76,1173,4,0,0,0,0,16,0
414.75,528,2,2,1,0,1,9,0
157.19,1297,3,0,0,0,1,2,1
11609.91,864,4,1,0,0,1,14,0
10604.05,1409,3,2,1,0,0,20,0
1324.05,1904,1,2,1,0,1,19,0
307.82,102,1,1,0,1,0,6,0
2873.33,1096,3,0,1,0,0,2,0
984.38,1729,8,0,2,0,0,0,0
979.48,1858,3,0,2,0,0,5,0
2682.38,623,2,3,0,1,0,1,1
1532.07,805,7,2,1,0,0,15,0
335.02,408,1,2,0,0,0,21,0
792.55,1371,4,0,2,0,0,7,0
2124.21,1876,1,0,1,0,0,7,0
1826.67,1391,6,1,2,0,0,7,0
1425.13,830,3,1,1,1,0,8,0
2788.96,789,7,1,0,0,0,7,0
763.78,618,7,1,0,0,0,13,1
1311.16,549,2,0,0,1,0,7,0
50.0,291,3,0,0,0,0,23,0
699.49,422,1,0,0,0,0,16,0
2354.07,181,2,2,0,1,0,18,0
742.19,655,5,1,1,0,1,3,1
687.99,114,0,1,1,0,0,12,0
387.05,1262,3,1,2,0,0,18,1
2991.01,1962,4,2,1,0,0,22,0
1897.82,1118,3,1,3,1,0,0,1
2503.42,260,3,2,1,0,0,5,0
195.15,1131,0,3,1,0,0,1,1
934.07,244,1,0,2,0,0,14,0
828.73,423,5,0,3,1,0,4,1
828.34,335,1,2,2,0,0,14,0
592.28,1047,1,1,1,0,1,9,1
775.8,1897,3,0,0,0,0,8,0
2564.82,271,2,1,0,1,0,10,0
161.93,1164,2,3,1,0,1,5,0
6485.31,1490,4,1,0,0,0,1,0
1779.06,454,3,2,0,0,1,9,1
1051.18,1408,5,2,0,0,0,14,0
2715.78,594,3,3,0,0,0,4,0
256.77,1401,2,0,0,0,0,14,0
564.14,1010,1,1,0,0,0,1,0
971.58,1462,5,1,1,0,0,17,0
4296.52,856,5,1,0,1,0,11,0
1046.81,1446,5,2,1,0,1,17,1
1719.96,1180,4,0,0,0,0,14,0
608.15,1359,3,2,0,0,1,9,0
1784.41,1555,0,2,0,1,0,13,0
5867.83,1605,1,0,2,0,0,11,0
2967.65,1984,2,1,0,0,1,23,1
1010.85,132,5,0,1,0,1,6,0
2154.88,768,0,0,3,0,0,0,0
1953.77,1745,2,0,1,0,0,7,0
1819.99,501,1,1,1,0,0,22,0
3334.08,1546,2,1,0,0,0,16,0
3309.25,1164,2,1,2,0,1,4,1
965.69,1989,2,1,0,0,0,12,0
2083.66,135,3,0,1,0,1,11,0
747.63,767,3,3,0,0,0,14,0
435.69,812,0,2,1,0,1,2,1
837.57,1431,4,1,3,0,1,3,1
1016.09,770,2,3,0,0,0,0,1
208.18,94,2,3,0,0,1,23,1
2592.38,1908,4,2,2,0,1,18,1
68.9,1265,2,1,1,0,1,19,1
16561.18,1773,1,0,2,0,1,7,0
4924.01,165,3,3,0,0,1,21,0
844.71,325,1,0,1,0,0,13,0
1107.02,1684,5,1,1,0,1,22,0
1484.71,1242,4,1,1,0,0,21,0
608.4,940,2,1,0,0,0,7,0
1329.58,620,2,0,1,0,0,6,0
949.56,231,3,0,1,1,0,12,0
997.97,582,1,1,1,1,0,15,0
1314.83,733,5,1,0,1,1,9,1
294.85,1610,1,1,1,0,0,13,0
1140.9,1203,5,0,0,1,0,14,0
1291.36,1104,3,0,2,0,0,12,0
1247.44,1378,3,0,2,0,0,20,1
883.75,671,8,1,0,0,0,2,0
3421.58,1892,0,0,1,0,0,3,0
769.97,1705,4,2,0,0,1,3,1
1376.54,1850,1,0,0,0,0,18,0
4013.01,1925,1,1,0,0,0,4,1
1012.95,1185,2,1,1,0,1,5,0
1358.94,1451,3,0,0,1,0,3,0
995.87,403,1,0,0,0,1,10,0
3779.59,1056,2,0,0,1,0,3,1
847.49,121,1,1,0,0,0,7,0
3957.45,727,5,1,1,0,1,4,1
988.72,1539,2,1,0,0,0,2,1
464.3,385,2,0,0,0,0,19,0
2163.26,1764,3,0,0,0,1,22,0
808.62,1449,3,0,1,1,0,4,0
2039.58,476,5,1,2,0,0,18,1
71.56,560,2,1,1,0,0,2,0
1102.36,1191,3,1,1,0,1,9,0
692.56,389,2,1,0,0,0,21,0
378.7,1357,2,0,0,1,0,7,0
630.66,1547,5,1,4,0,0,12,0
617.88,1774,2,0,1,0,1,12,1
1045.25,790,1,0,1,0,0,14,0
279.41,753,4,3,0,0,0,3,0
1504.59,1495,1,1,0,0,0,0,0
4299.33,704,5,1,0,0,0,20,0
1452.34,1548,1,1,0,0,0,22,0
2462.64,53,2,1,0,0,0,15,0
3276.6,567,3,1,0,0,0,3,1
3776.26,821,5,1,0,0,1,3,0
7116.27,1045,2,1,0,0,0,14,0
665.67,1043,2,0,1,0,0,18,0
534.6,1989,4,1,1,0,0,2,0
2400.58,1880,3,3,1,0,0,3,0
2226.68,862,2,0,2,0,1,4,1
2381.95,1480,3,1,0,0,0,23,0
7253.81,322,3,1,0,0,0,8,0
1109.17,827,4,1,3,0,0,6,0
1679.34,433,6,4,0,0,0,14,0
411.42,1083,2,1,1,0,1,0,0
9277.26,1175,2,1,0,0,0,19,0
783.25,1795,1,1,1,0,1,17,0
805.76,1464,5,1,2,0,0,0,0
775.3,1908,2,0,0,0,0,4,0
575.42,58,4,1,1,1,0,10,0
528.77,1018,3,1,0,0,0,15,0
649.56,1752,5,1,1,0,0,6,0
279.84,1598,0,2,0,1,1,22,1
500.04,1682,5,2,2,1,0,0,1
7699.9,1981,2,3,2,0,1,20,0
2288.51,1918,4,0,0,0,0,11,0
2768.07,751,1,2,1,0,0,19,0
3558.91,1317,3,1,1,0,1,0,0
6864.61,182,2,1,1,0,0,5,0
186.53,1905,2,1,1,0,1,7,0
320.58,607,3,0,1,0,0,21,0
490.92,1102,1,0,1,0,1,2,0
685.58,961,1,0,2,0,0,22,0
811.94,1678,3,0,0,0,0,14,0
701.36,105,5,2,1,0,0,22,0
1365.55,1285,0,1,0,0,1,6,0
1136.03,607,8,2,1,0,0,8,0
532.28,1247,1,1,3,0,1,10,0
124.52,990,1,1,0,0,0,1,1
406.32,484,3,1,2,0,0,5,0
633.18,1726,6,0,0,0,1,14,0
856.56,129,5,0,0,0,0,22,0
354.37,319,5,1,1,0,1,8,0
671.28,707,2,2,2,0,1,13,0
353.9,509,0,1,1,0,0,8,0
966.98,20,2,1,0,0,0,5,0
374.99,1835,3,0,0,1,0,15,0
469.23,752,4,1,1,1,0,9,0
296.28,235,4,0,1,0,1,17,0
940.58,1621,4,0,1,0,1,14,0
461.07,606,2,1,5,0,0,10,1
2715.64,554,4,0,1,0,0,0,0
1645.58,1900,4,0,0,0,0,9,0
1022.65,1374,2,1,2,0,1,4,1
493.99,453,5,0,1,0,1,19,0
1604.42,586,4,2,1,0,0,2,0
2187.91,984,5,1,2,0,0,20,0
1264.82,1901,3,0,0,1,0,11,0
5451.8,1533,5,0,1,0,0,16,0
1736.52,1651,7,0,1,0,0,7,0
2734.24,423,1,2,0,0,0,4,0
1253.34,1214,1,3,0,0,0,7,0
2155.26,1968,5,0,1,0,0,11,0
494.34,1149,2,2,0,0,1,14,0
693.4,6,2,0,1,0,0,2,1
1555.21,458,3,1,0,0,1,22,0
1543.95,1915,4,0,0,0,0,19,0
1821.86,554,2,1,2,0,0,10,0
3295.76,1594,6,2,2,0,0,21,0
263.76,1963,4,2,2,0,1,21,1
413.87,522,4,1,0,1,0,17,0
1379.63,1113,4,0,0,0,0,13,0
531.46,846,6,1,0,0,1,6,1
32137.16,1135,3,2,2,0,1,3,1
1836.69,551,5,3,0,0,0,17,0
1014.01,1421,4,1,2,0,1,15,0
654.93,1995,3,0,2,0,1,23,0
678.47,1703,0,1,0,0,0,12,0
1130.19,11,3,0,1,0,0,13,0
1226.58,1646,1,0,0,1,1,4,0
694.58,497,4,3,4,1,0,12,1
834.51,1040,4,3,0,0,0,11,0
4206.07,1057,1,0,0,0,0,7,0
4378.69,745,2,2,1,0,0,17,0
1410.97,489,3,1,2,0,0,16,0
286.79,1212,3,1,0,0,0,14,0
1879.02,736,0,0,0,0,0,20,0
5188.93,1595,3,1,1,0,0,1,0
4314.69,458,3,0,1,0,0,20,0
2285.7,1075,5,0,2,0,1,19,1
4547.91,1295,3,0,3,0,0,8,0
1156.77,464,5,0,1,0,0,1,0
2055.15,43,3,1,1,0,0,21,0
555.14,539,3,0,1,0,0,6,0
1468.89,568,6,1,0,0,0,17,0
4144.49,121,4,0,0,0,0,17,0
608.24,625,1,1,0,0,1,22,0
463.38,316,4,1,0,0,0,20,0
1208.93,1022,0,1,0,0,0,12,0
874.23,1139,3,0,2,1,0,6,0
2098.86,621,5,1,0,0,0,6,0
